ID	Analysis_All	Analysis_Unrelated	Analysis_ADMIXTURE	Analysis_Demography	Latitude	Longitude	IDNum	Migration	Gens	Species	Species_Latin	Shape	SpeciesShort	Sex	Plumage	MeanCoverage	MedianCoverage	Coverage_mtDNA	Coverage_Ratio_mtDNAAutosomes	Raw_Reads_M	Mapped_Reads_M	Percent_Reads_Mapped	Raw_Bases_Gb	Mapped_Bases_Gb	Bases_Mapped_Percent	Age	Source	Sampling_Year	Sampling_Month	Country	Hap	HapCol	Cluster
382_CO_PLW_RUS_F	1	1	1	1	51.31667	143.2333	382	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	rufous	13.04	11	2860.53	232.3744923	135.424044	134.000608	0.989489045	20.3136066	20.0515561	0.987099755	Adult	Muscle	2009	7	RUS	NA	NA	CO_10
098_CC_ERW_POL_M	1	1	1	0	51.53	17.37	098	NA	A. scirpaceus	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.08	13	267.83	18.40756014	155.301824	154.0449	0.991906573	23.2952736	23.07193634	0.990412765	Young	Blood	2003	6	POL	W7	#FDBF6F	CC_4
100_CC_ERW_POL_F	1	1	1	0	51.53	17.37	100	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	15.98	12	652.13	42.5394651	168.602378	167.248194	0.99196818	25.2903567	25.03700916	0.989982445	Young	Blood	2006	6	POL	W4	#33A02C	CC_4
138_CC_UNK_BLR_M	1	1	1	0	52.006009	27.756804	138	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.44	13	1640.62	124.1013616	148.498812	144.08506	0.970277527	22.2748218	21.52383772	0.966285518	Adult	Feather	2014	5	BLR	W7	#FDBF6F	CC_4
341_CO_SCC_RUS_M	1	1	1	0	52.03333	89.66667	341	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	14.78	13	1616.48	114.8068182	164.548764	163.15842	0.991550566	24.6823146	24.39776461	0.988471503	Young	Growing Feather	2019	6	RUS	NA	NA	CO_5
129_CC_UNK_ENG_M	1	1	1	1	52.13	0.14	129	East	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	12.37	11	2813.97	243.8448873	148.507102	128.864906	0.867735645	22.2760653	19.25121264	0.86421064	Adult	Feather	2018	5	ENG	W7	#FDBF6F	CC_9
136_CC_UNK_ENG_M	1	1	1	1	52.266602	-3.812307	136	East	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.07	13	844.57	65.06702619	141.53502	139.52411	0.985792138	21.230253	20.86114069	0.982613852	Adult	Feather	2015	6	ENG	W7	#FDBF6F	CC_9
114_CC_UNK_ENG_M	1	1	1	0	52.40516	0.62116	114	East	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	9	8	3004.97	374.6845387	129.797218	99.218564	0.7644121	19.4695827	14.85490612	0.762980201	Adult	Feather	2014	5	ENG	W7	#FDBF6F	CC_9
119_CC_UNK_ENG_F	1	1	1	1	52.40516	0.62116	119	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	rufous	12.19	11	3854.29	345.0572963	138.516706	126.846478	0.915748588	20.7775059	18.90798522	0.910021892	Adult	Feather	2016	6	ENG	W4	#33A02C	CC_9
115_CC_UNK_ENG_M	1	1	1	0	52.464942	0.677204	115	West	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	11.18	10	3746.28	368.0039293	138.428094	129.613592	0.936324327	20.7642141	19.37693441	0.933188914	Adult	Feather	2011	6	ENG	W4	#33A02C	CC_9
113_CC_UNK_ENG_F	1	1	1	0	52.470526	1.687814	113	West	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	11.45	11	1350.84	125.1936979	159.206938	142.885868	0.897485184	23.8810407	21.39809481	0.896028572	Adult	Feather	2017	5	ENG	W7	#FDBF6F	CC_9
116_CC_UNK_ENG_M	1	1	1	1	52.470526	1.687814	116	West	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	11.91	11	856.23	75.50529101	136.118288	134.827106	0.990514265	20.4177432	20.20110571	0.989389744	Adult	Feather	2018	5	ENG	W7	#FDBF6F	CC_9
126_CC_UNK_ENG_M	1	1	1	1	52.50884	0.615757	126	West	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.36	12	1286.25	95.91722595	146.250206	141.770276	0.969368043	21.9375309	21.21077173	0.966871424	Adult	Feather	2018	6	ENG	W7	#FDBF6F	CC_9
